support,itemsets
0.01095,"frozenset({'DeviceType=desktop', 'Email=hotmail.com', 'Hour=Hour_18_23'})"
0.01095,"frozenset({'Email=gmail.com', 'Hour=Hour_6_11', 'Card1=card1_other'})"
0.01095,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'ProductCD=H', 'Hour=Hour_0_5'})"
0.01095,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Med', 'Email=yahoo.com', 'isFraud=0', 'Hour=Hour_18_23'})"
0.01095,"frozenset({'Email=hotmail.com', 'ProductCD=W', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0'})"
0.01095,"frozenset({'isFraud=0', 'Email=email_other', 'Amt=Amt_Med', 'Card1=card1_other'})"
0.01095,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Low', 'ProductCD=S', 'Email=missing'})"
0.01095,"frozenset({'isFraud=0', 'Email=hotmail.com', 'ProductCD=W', 'Amt=Amt_High'})"
0.0109,"frozenset({'Email=gmail.com', 'Hour=Hour_18_23', 'DeviceType=mobile', 'Card1=card1_other'})"
0.0109,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'Card1=7919'})"
0.0109,"frozenset({'isFraud=1', 'Hour=Hour_18_23'})"
0.0109,"frozenset({'DeviceType=missing', 'Hour=Hour_6_11', 'Amt=Amt_High'})"
0.01085,"frozenset({'isFraud=0', 'DeviceType=mobile', 'ProductCD=C', 'Email=hotmail.com'})"
0.01085,"frozenset({'DeviceType=missing', 'ProductCD=C', 'Amt=Amt_Low'})"
0.01085,"frozenset({'Amt=Amt_Med', 'Email=gmail.com', 'DeviceType=mobile'})"
0.01085,"frozenset({'DeviceType=missing', 'Hour=Hour_6_11', 'ProductCD=W', 'Amt=Amt_High'})"
0.01085,"frozenset({'ProductCD=R', 'Card1=card1_other', 'Hour=Hour_0_5'})"
0.01085,"frozenset({'Email=gmail.com', 'DeviceType=mobile', 'Hour=Hour_12_17'})"
0.01085,"frozenset({'isFraud=0', 'Email=anonymous.com', 'Amt=Amt_High', 'Hour=Hour_12_17'})"
0.01085,"frozenset({'Hour=Hour_6_11', 'ProductCD=W', 'Amt=Amt_High'})"
0.01085,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'Email=yahoo.com', 'DeviceType=desktop'})"
0.01085,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'Email=missing'})"
0.0108,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Low', 'ProductCD=S', 'isFraud=0', 'Email=missing'})"
0.0108,"frozenset({'isFraud=0', 'Email=aol.com', 'Hour=Hour_0_5'})"
0.0108,"frozenset({'Amt=Amt_Med', 'Email=gmail.com', 'ProductCD=H', 'Card1=card1_other'})"
0.0108,"frozenset({'Email=gmail.com', 'DeviceType=desktop', 'Amt=Amt_Low', 'isFraud=0', 'Hour=Hour_12_17'})"
0.0108,"frozenset({'ProductCD=R', 'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_High', 'isFraud=0', 'Hour=Hour_12_17'})"
0.0108,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Low', 'ProductCD=S', 'isFraud=0'})"
0.01075,"frozenset({'isFraud=0', 'Card1=card1_other', 'Hour=Hour_0_5', 'Email=email_other'})"
0.01075,"frozenset({'Amt=Amt_Low', 'Card1=7919', 'DeviceType=missing'})"
0.01075,"frozenset({'ProductCD=W', 'Amt=Amt_Med', 'Email=yahoo.com', 'DeviceType=missing', 'Hour=Hour_12_17'})"
0.01075,"frozenset({'Amt=Amt_Med', 'ProductCD=W', 'Email=yahoo.com', 'Hour=Hour_12_17'})"
0.01075,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'Email=yahoo.com', 'Hour=Hour_12_17'})"
0.01075,"frozenset({'DeviceType=missing', 'ProductCD=C', 'Card1=card1_other'})"
0.01075,"frozenset({'Amt=Amt_Med', 'Card1=card1_other', 'ProductCD=H', 'Hour=Hour_12_17'})"
0.01075,"frozenset({'Email=gmail.com', 'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0', 'ProductCD=H'})"
0.01075,"frozenset({'Amt=Amt_Low', 'ProductCD=W', 'Card1=7919', 'DeviceType=missing'})"
0.01075,"frozenset({'Amt=Amt_Low', 'ProductCD=W', 'Card1=7919'})"
0.01075,"frozenset({'Card1=card1_other', 'Email=yahoo.com', 'Amt=Amt_High', 'Hour=Hour_0_5'})"
0.0107,"frozenset({'DeviceType=missing', 'Email=yahoo.com', 'Amt=Amt_Low', 'Hour=Hour_12_17'})"
0.0107,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'Card1=7919', 'DeviceType=missing'})"
0.0107,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'ProductCD=W', 'Card1=7919'})"
0.0107,"frozenset({'DeviceType=missing', 'Email=email_other', 'Hour=Hour_18_23'})"
0.0107,"frozenset({'ProductCD=W', 'Email=anonymous.com', 'Amt=Amt_High', 'Card1=card1_other'})"
0.0107,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Email=anonymous.com', 'Amt=Amt_High', 'DeviceType=missing'})"
0.0107,"frozenset({'ProductCD=W', 'Card1=7919', 'Amt=Amt_Low', 'DeviceType=missing', 'isFraud=0'})"
0.0107,"frozenset({'isFraud=0', 'DeviceType=mobile', 'Email=hotmail.com', 'Card1=card1_other'})"
0.0107,"frozenset({'Amt=Amt_Low', 'ProductCD=C', 'Card1=card1_other', 'Hour=Hour_12_17'})"
0.0107,"frozenset({'Email=hotmail.com', 'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0'})"
0.01065,"frozenset({'DeviceType=missing', 'isFraud=0', 'Email=email_other', 'Hour=Hour_18_23'})"
0.01065,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Email=anonymous.com', 'Amt=Amt_High', 'isFraud=0'})"
0.01065,"frozenset({'ProductCD=C', 'DeviceType=desktop', 'Amt=Amt_Low', 'isFraud=0', 'Hour=Hour_18_23'})"
0.01065,"frozenset({'DeviceType=missing', 'Email=aol.com', 'Hour=Hour_18_23', 'Card1=card1_other'})"
0.01065,"frozenset({'Amt=Amt_Low', 'Email=yahoo.com', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_12_17'})"
0.01065,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Email=anonymous.com', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0'})"
0.0106,"frozenset({'Card1=card1_other', 'DeviceType=missing', 'isFraud=0', 'Email=aol.com', 'Hour=Hour_18_23'})"
0.0106,"frozenset({'Amt=Amt_Low', 'ProductCD=C', 'DeviceType=mobile', 'Hour=Hour_0_5'})"
0.0106,"frozenset({'Email=gmail.com', 'DeviceType=desktop', 'ProductCD=H', 'Hour=Hour_0_5'})"
0.0106,"frozenset({'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0', 'ProductCD=H', 'Hour=Hour_12_17'})"
0.0106,"frozenset({'Card1=card1_other', 'Email=yahoo.com', 'Amt=Amt_High', 'isFraud=0', 'Hour=Hour_0_5'})"
0.01055,"frozenset({'ProductCD=W', 'Amt=Amt_Med', 'Email=yahoo.com', 'isFraud=0', 'Hour=Hour_12_17'})"
0.01055,"frozenset({'Amt=Amt_Med', 'Email=yahoo.com', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_12_17'})"
0.01055,"frozenset({'ProductCD=W', 'Amt=Amt_Med', 'Email=yahoo.com', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_12_17'})"
0.01055,"frozenset({'ProductCD=C', 'Email=gmail.com', 'Hour=Hour_18_23', 'Card1=card1_other'})"
0.01055,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Low', 'Email=missing', 'Hour=Hour_12_17'})"
0.01055,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Low', 'DeviceType=missing', 'Email=missing', 'Hour=Hour_12_17'})"
0.01055,"frozenset({'ProductCD=C', 'Email=hotmail.com', 'DeviceType=desktop', 'Amt=Amt_Low', 'isFraud=0'})"
0.01055,"frozenset({'ProductCD=C', 'DeviceType=desktop', 'Hour=Hour_12_17'})"
0.0105,"frozenset({'Email=gmail.com', 'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'Hour=Hour_18_23'})"
0.0105,"frozenset({'isFraud=0', 'Email=gmail.com', 'Hour=Hour_6_11', 'Card1=card1_other'})"
0.0105,"frozenset({'Amt=Amt_Med', 'ProductCD=C', 'Hour=Hour_18_23'})"
0.0105,"frozenset({'DeviceType=missing', 'Hour=Hour_6_11', 'isFraud=0', 'Amt=Amt_High'})"
0.0105,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Low', 'DeviceType=missing', 'isFraud=0', 'Email=missing', 'Hour=Hour_12_17'})"
0.0105,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'Email=missing', 'Hour=Hour_12_17'})"
0.0105,"frozenset({'Email=gmail.com', 'DeviceType=desktop', 'isFraud=0', 'ProductCD=H', 'Hour=Hour_0_5'})"
0.0105,"frozenset({'isFraud=0', 'ProductCD=R', 'Card1=card1_other', 'Hour=Hour_0_5'})"
0.01045,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'Email=missing', 'Hour=Hour_0_5'})"
0.01045,"frozenset({'Amt=Amt_Med', 'ProductCD=W', 'Email=missing', 'Hour=Hour_0_5'})"
0.01045,"frozenset({'Amt=Amt_Low', 'ProductCD=W', 'Email=yahoo.com', 'Hour=Hour_12_17'})"
0.01045,"frozenset({'ProductCD=W', 'Amt=Amt_Med', 'DeviceType=missing', 'Email=missing', 'Hour=Hour_0_5'})"
0.01045,"frozenset({'DeviceType=desktop', 'Amt=Amt_Med', 'isFraud=0', 'Hour=Hour_18_23', 'ProductCD=H'})"
0.01045,"frozenset({'ProductCD=W', 'Email=aol.com', 'Hour=Hour_18_23', 'Card1=card1_other'})"
0.01045,"frozenset({'ProductCD=W', 'Card1=card1_other', 'DeviceType=missing', 'Email=aol.com', 'Hour=Hour_18_23'})"
0.01045,"frozenset({'Amt=Amt_Med', 'DeviceType=desktop', 'ProductCD=H', 'Hour=Hour_18_23'})"
0.01045,"frozenset({'ProductCD=W', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_6_11'})"
0.01045,"frozenset({'Hour=Hour_6_11', 'isFraud=0', 'ProductCD=W', 'Amt=Amt_High'})"
0.01045,"frozenset({'ProductCD=W', 'Amt=Amt_Low', 'Email=yahoo.com', 'DeviceType=missing', 'Hour=Hour_12_17'})"
0.0104,"frozenset({'ProductCD=R', 'Email=gmail.com', 'Hour=Hour_18_23'})"
0.0104,"frozenset({'Amt=Amt_Low', 'ProductCD=C', 'Email=gmail.com', 'Hour=Hour_18_23'})"
0.0104,"frozenset({'ProductCD=W', 'Card1=card1_other', 'isFraud=0', 'Email=aol.com', 'Hour=Hour_18_23'})"
0.0104,"frozenset({'ProductCD=W', 'Amt=Amt_Low', 'Email=yahoo.com', 'isFraud=0', 'Hour=Hour_12_17'})"
0.0104,"frozenset({'ProductCD=W', 'Card1=card1_other', 'DeviceType=missing', 'isFraud=0', 'Email=aol.com', 'Hour=Hour_18_23'})"
0.0104,frozenset({'Card1=16659'})
0.0104,"frozenset({'ProductCD=W', 'Amt=Amt_Low', 'Email=yahoo.com', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_12_17'})"
0.01035,"frozenset({'ProductCD=R', 'Email=yahoo.com'})"
0.01035,"frozenset({'Amt=Amt_Low', 'Card1=card1_other', 'DeviceType=mobile', 'Hour=Hour_12_17'})"
0.01035,"frozenset({'isFraud=0', 'DeviceType=desktop', 'Email=hotmail.com', 'Hour=Hour_18_23'})"
0.01035,"frozenset({'Email=gmail.com', 'DeviceType=desktop', 'Card1=card1_other', 'Hour=Hour_18_23', 'ProductCD=H'})"
0.01035,"frozenset({'Email=gmail.com', 'DeviceType=desktop', 'Amt=Amt_Low', 'Hour=Hour_18_23', 'ProductCD=H'})"
0.0103,"frozenset({'Email=gmail.com', 'DeviceType=desktop', 'Amt=Amt_Low', 'isFraud=0', 'Hour=Hour_18_23', 'ProductCD=H'})"
0.0103,"frozenset({'isFraud=0', 'ProductCD=R', 'Email=yahoo.com'})"
0.0103,"frozenset({'isFraud=0', 'DeviceType=desktop', 'Amt=Amt_High', 'ProductCD=H'})"
0.0103,"frozenset({'Amt=Amt_Low', 'ProductCD=H', 'DeviceType=mobile', 'Hour=Hour_0_5'})"
0.0103,"frozenset({'Hour=Hour_0_5', 'Amt=Amt_Low', 'isFraud=0', 'DeviceType=mobile', 'ProductCD=H'})"
0.01025,"frozenset({'Email=yahoo.com', 'DeviceType=desktop', 'ProductCD=H', 'Card1=card1_other'})"
0.01025,"frozenset({'isFraud=0', 'Email=gmail.com', 'Amt=Amt_Med', 'DeviceType=mobile'})"
0.01025,"frozenset({'Amt=Amt_Med', 'Email=aol.com', 'Card1=card1_other'})"
0.0102,"frozenset({'ProductCD=C', 'Email=anonymous.com'})"
0.0102,"frozenset({'Card1=16659', 'isFraud=0'})"
0.0102,"frozenset({'Amt=Amt_Med', 'Hour=Hour_18_23', 'DeviceType=mobile'})"
0.0102,"frozenset({'Amt=Amt_Med', 'DeviceType=missing', 'isFraud=0', 'Email=missing', 'Hour=Hour_0_5'})"
0.0102,"frozenset({'ProductCD=W', 'Amt=Amt_Med', 'DeviceType=missing', 'isFraud=0', 'Email=missing', 'Hour=Hour_0_5'})"
0.0102,"frozenset({'ProductCD=W', 'Amt=Amt_Med', 'isFraud=0', 'Email=missing', 'Hour=Hour_0_5'})"
0.01015,"frozenset({'Amt=Amt_Med', 'DeviceType=desktop', 'ProductCD=H', 'Hour=Hour_12_17'})"
0.01015,"frozenset({'DeviceType=desktop', 'Email=hotmail.com', 'Hour=Hour_0_5'})"
0.0101,"frozenset({'Email=gmail.com', 'DeviceType=desktop', 'Card1=card1_other', 'isFraud=0', 'Hour=Hour_18_23', 'ProductCD=H'})"
0.0101,"frozenset({'Email=gmail.com', 'Card1=card1_other', 'Amt=Amt_Low', 'Hour=Hour_18_23', 'ProductCD=H'})"
0.0101,"frozenset({'Email=gmail.com', 'isFraud=1', 'Card1=card1_other'})"
0.01005,"frozenset({'Card1=6019', 'DeviceType=desktop'})"
0.01005,"frozenset({'Card1=6019', 'isFraud=0', 'DeviceType=desktop'})"
0.01005,"frozenset({'Amt=Amt_Low', 'ProductCD=C', 'Email=gmail.com', 'Hour=Hour_0_5'})"
0.01005,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'Email=yahoo.com', 'isFraud=0', 'ProductCD=H'})"
0.01005,"frozenset({'isFraud=0', 'Email=aol.com', 'Amt=Amt_Med', 'Card1=card1_other'})"
0.01005,"frozenset({'DeviceType=desktop', 'Amt=Amt_Med', 'isFraud=0', 'ProductCD=H', 'Hour=Hour_12_17'})"
0.01005,"frozenset({'DeviceType=missing', 'ProductCD=C', 'isFraud=0', 'Amt=Amt_Low'})"
0.01005,frozenset({'Card1=12695'})
0.01005,"frozenset({'ProductCD=C', 'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0'})"
0.01005,"frozenset({'Amt=Amt_Med', 'Hour=Hour_6_11'})"
0.01,"frozenset({'ProductCD=C', 'Amt=Amt_Low', 'isFraud=0', 'DeviceType=mobile', 'Hour=Hour_0_5'})"
0.01,"frozenset({'Email=gmail.com', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'Hour=Hour_18_23', 'ProductCD=H'})"
0.01,"frozenset({'isFraud=0', 'Email=gmail.com', 'DeviceType=mobile', 'Hour=Hour_12_17'})"
0.01,"frozenset({'ProductCD=C', 'Email=gmail.com', 'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Low'})"
0.01,"frozenset({'isFraud=0', 'ProductCD=R', 'Email=gmail.com', 'Hour=Hour_18_23'})"
0.01,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'Email=yahoo.com', 'Hour=Hour_0_5'})"
0.01,"frozenset({'Amt=Amt_Med', 'Card1=card1_other', 'Email=yahoo.com', 'Hour=Hour_0_5'})"
0.00995,"frozenset({'Email=gmail.com', 'DeviceType=desktop', 'Amt=Amt_Med', 'isFraud=0', 'ProductCD=H'})"
0.00995,"frozenset({'Amt=Amt_Med', 'Email=gmail.com', 'DeviceType=desktop', 'ProductCD=H'})"
0.00995,"frozenset({'DeviceType=mobile', 'ProductCD=R', 'Amt=Amt_High'})"
0.00995,"frozenset({'Amt=Amt_Low', 'Hour=Hour_6_11', 'Card1=card1_other'})"
0.00995,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'Hour=Hour_6_11', 'Card1=card1_other'})"
0.00995,"frozenset({'Card1=card1_other', 'Amt=Amt_Med', 'DeviceType=missing', 'Email=missing', 'Hour=Hour_12_17'})"
0.00995,"frozenset({'ProductCD=C', 'Card1=card1_other', 'Email=hotmail.com', 'Hour=Hour_0_5'})"
0.0099,"frozenset({'Email=gmail.com', 'DeviceType=desktop', 'Amt=Amt_High', 'Card1=card1_other'})"
0.0099,"frozenset({'Amt=Amt_Low', 'ProductCD=C', 'Email=gmail.com', 'DeviceType=mobile'})"
0.0099,"frozenset({'Amt=Amt_Med', 'ProductCD=W', 'Email=yahoo.com', 'Hour=Hour_0_5'})"
0.0099,"frozenset({'ProductCD=W', 'Amt=Amt_Med', 'Email=yahoo.com', 'DeviceType=missing', 'Hour=Hour_0_5'})"
0.0099,"frozenset({'Card1=card1_other', 'Amt=Amt_Med', 'Email=yahoo.com', 'isFraud=0', 'Hour=Hour_0_5'})"
0.0099,"frozenset({'DeviceType=missing', 'ProductCD=C', 'isFraud=0', 'Card1=card1_other'})"
0.00985,"frozenset({'ProductCD=C', 'isFraud=1'})"
0.00985,"frozenset({'DeviceType=missing', 'Email=anonymous.com', 'Hour=Hour_18_23', 'Card1=card1_other'})"
0.00985,"frozenset({'DeviceType=missing', 'Email=email_other', 'Amt=Amt_High', 'Card1=card1_other'})"
0.00985,"frozenset({'Amt=Amt_Med', 'Email=yahoo.com', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_0_5'})"
0.00985,"frozenset({'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'DeviceType=mobile', 'Hour=Hour_12_17'})"
0.00985,frozenset({'Card1=2803'})
0.0098,"frozenset({'Amt=Amt_Med', 'ProductCD=C', 'Email=hotmail.com'})"
0.0098,"frozenset({'Email=gmail.com', 'Card1=card1_other', 'isFraud=0', 'Hour=Hour_18_23', 'DeviceType=mobile'})"
0.0098,"frozenset({'ProductCD=C', 'Card1=card1_other', 'Email=gmail.com', 'Hour=Hour_0_5'})"
0.0098,"frozenset({'Email=aol.com', 'Hour=Hour_18_23', 'Amt=Amt_High'})"
0.0098,"frozenset({'ProductCD=R', 'Email=anonymous.com', 'Hour=Hour_12_17'})"
0.0098,"frozenset({'isFraud=0', 'ProductCD=C', 'Email=anonymous.com'})"
0.00975,"frozenset({'isFraud=0', 'DeviceType=desktop', 'Email=hotmail.com', 'Hour=Hour_0_5'})"
0.00975,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'Email=aol.com', 'Card1=card1_other'})"
0.00975,"frozenset({'Amt=Amt_Low', 'Email=aol.com', 'Card1=card1_other'})"
0.00975,"frozenset({'isFraud=0', 'Card1=12695'})"
0.00975,"frozenset({'ProductCD=W', 'Amt=Amt_Med', 'Email=yahoo.com', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_0_5'})"
0.00975,"frozenset({'ProductCD=S', 'Email=missing', 'Hour=Hour_12_17'})"
0.00975,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Med', 'DeviceType=missing', 'Email=missing', 'Hour=Hour_12_17'})"
0.00975,"frozenset({'ProductCD=S', 'Hour=Hour_12_17'})"
0.00975,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Med', 'Email=missing', 'Hour=Hour_12_17'})"
0.00975,"frozenset({'Amt=Amt_Low', 'ProductCD=C', 'Email=hotmail.com', 'Hour=Hour_0_5'})"
0.00975,"frozenset({'ProductCD=W', 'Amt=Amt_Med', 'Email=yahoo.com', 'isFraud=0', 'Hour=Hour_0_5'})"
0.00975,"frozenset({'ProductCD=C', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'Hour=Hour_12_17'})"
0.00975,"frozenset({'isFraud=0', 'ProductCD=C', 'Hour=Hour_18_23', 'DeviceType=mobile'})"
0.00975,"frozenset({'Card1=card1_other', 'Email=anonymous.com', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_18_23'})"
0.00975,"frozenset({'Amt=Amt_Med', 'DeviceType=mobile', 'Hour=Hour_0_5'})"
0.0097,"frozenset({'Email=email_other', 'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_High', 'DeviceType=missing'})"
0.0097,"frozenset({'Email=email_other', 'ProductCD=W', 'Amt=Amt_High', 'Card1=card1_other'})"
0.0097,"frozenset({'Email=email_other', 'ProductCD=W', 'Hour=Hour_18_23'})"
0.0097,"frozenset({'Card1=card1_other', 'Amt=Amt_Med', 'DeviceType=missing', 'isFraud=0', 'Email=missing', 'Hour=Hour_12_17'})"
0.0097,"frozenset({'DeviceType=missing', 'Email=email_other', 'ProductCD=W', 'Hour=Hour_18_23'})"
0.0097,"frozenset({'DeviceType=missing', 'Email=gmail.com', 'Hour=Hour_6_11'})"
0.0097,"frozenset({'isFraud=1', 'Amt=Amt_High'})"
0.0097,"frozenset({'isFraud=0', 'Card1=2803'})"
0.0097,"frozenset({'isFraud=0', 'ProductCD=R', 'Email=anonymous.com', 'Hour=Hour_12_17'})"
0.00965,"frozenset({'Email=yahoo.com', 'Hour=Hour_18_23', 'ProductCD=H'})"
0.00965,"frozenset({'isFraud=0', 'ProductCD=W', 'Hour=Hour_18_23', 'Email=email_other'})"
0.00965,"frozenset({'Email=email_other', 'ProductCD=W', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_18_23'})"
0.00965,"frozenset({'Email=email_other', 'Card1=card1_other', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0'})"
0.0096,"frozenset({'ProductCD=R', 'Email=anonymous.com', 'DeviceType=desktop', 'Hour=Hour_18_23'})"
0.0096,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Email=gmail.com', 'Hour=Hour_6_11'})"
0.0096,"frozenset({'ProductCD=W', 'Email=gmail.com', 'Hour=Hour_6_11'})"
0.0096,"frozenset({'Card1=card1_other', 'Email=hotmail.com', 'ProductCD=H'})"
0.0096,"frozenset({'isFraud=0', 'ProductCD=S', 'Hour=Hour_12_17'})"
0.0096,"frozenset({'isFraud=0', 'ProductCD=S', 'Email=missing', 'Hour=Hour_12_17'})"
0.0096,"frozenset({'isFraud=0', 'Email=aol.com', 'Hour=Hour_18_23', 'Amt=Amt_High'})"
0.0096,"frozenset({'Email=missing', 'Card1=7919'})"
0.0096,"frozenset({'Hour=Hour_6_11', 'Amt=Amt_High', 'Card1=card1_other'})"
0.0096,"frozenset({'Card1=card1_other', 'Email=gmail.com', 'DeviceType=mobile', 'Hour=Hour_0_5'})"
0.0096,"frozenset({'isFraud=0', 'Amt=Amt_Med', 'DeviceType=mobile', 'Hour=Hour_18_23'})"
0.0096,"frozenset({'Amt=Amt_Med', 'ProductCD=C', 'Hour=Hour_0_5'})"
0.00955,"frozenset({'isFraud=0', 'Email=missing', 'Card1=7919'})"
0.00955,"frozenset({'ProductCD=R', 'Email=gmail.com', 'DeviceType=desktop', 'Amt=Amt_High'})"
0.00955,frozenset({'Card1=16075'})
0.00955,"frozenset({'DeviceType=missing', 'Email=missing', 'Card1=7919'})"
0.00955,"frozenset({'Email=gmail.com', 'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Low', 'Hour=Hour_0_5'})"
0.00955,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0', 'Email=missing', 'Hour=Hour_12_17'})"
0.00955,"frozenset({'DeviceType=desktop', 'Amt=Amt_High', 'Hour=Hour_0_5'})"
0.00955,"frozenset({'isFraud=0', 'Amt=Amt_Med', 'Hour=Hour_6_11'})"
0.00955,"frozenset({'ProductCD=W', 'Email=missing', 'Card1=7919'})"
0.00955,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Email=missing', 'Card1=7919'})"
0.00955,"frozenset({'isFraud=0', 'ProductCD=C', 'DeviceType=desktop', 'Hour=Hour_12_17'})"
0.00955,"frozenset({'ProductCD=R', 'DeviceType=desktop', 'Email=anonymous.com', 'isFraud=0', 'Hour=Hour_18_23'})"
0.00955,"frozenset({'ProductCD=C', 'Card1=card1_other', 'DeviceType=mobile', 'Hour=Hour_0_5'})"
0.00955,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Med', 'DeviceType=missing', 'isFraud=0', 'Email=missing', 'Hour=Hour_12_17'})"
0.0095,"frozenset({'DeviceType=missing', 'isFraud=0', 'Email=missing', 'Card1=7919'})"
0.0095,"frozenset({'Email=email_other', 'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_High', 'isFraud=0'})"
0.0095,"frozenset({'ProductCD=R', 'Email=gmail.com', 'Hour=Hour_12_17'})"
0.0095,"frozenset({'Email=email_other', 'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0'})"
0.0095,"frozenset({'ProductCD=R', 'Email=anonymous.com', 'Hour=Hour_18_23', 'Card1=card1_other'})"
0.0095,"frozenset({'ProductCD=W', 'Card1=7919', 'DeviceType=missing', 'isFraud=0', 'Email=missing'})"
0.0095,"frozenset({'isFraud=0', 'ProductCD=W', 'Email=missing', 'Card1=7919'})"
0.0095,"frozenset({'Card1=card1_other', 'Email=missing', 'Amt=Amt_High', 'Hour=Hour_0_5'})"
0.0095,frozenset({'Card1=2616'})
0.0095,"frozenset({'isFraud=0', 'Card1=card1_other', 'Email=hotmail.com', 'ProductCD=H'})"
0.0095,"frozenset({'Email=yahoo.com', 'ProductCD=H', 'Hour=Hour_12_17'})"
0.00945,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Email=yahoo.com', 'Amt=Amt_High', 'Hour=Hour_0_5'})"
0.00945,"frozenset({'DeviceType=missing', 'isFraud=0', 'Email=gmail.com', 'Hour=Hour_6_11'})"
0.00945,"frozenset({'Email=email_other', 'ProductCD=H', 'Card1=card1_other'})"
0.00945,"frozenset({'Amt=Amt_Med', 'ProductCD=R', 'Email=gmail.com'})"
0.00945,"frozenset({'ProductCD=C', 'Email=hotmail.com', 'Amt=Amt_Low', 'isFraud=0', 'Hour=Hour_0_5'})"
0.00945,"frozenset({'Card1=card1_other', 'Email=yahoo.com', 'Amt=Amt_High', 'DeviceType=missing', 'Hour=Hour_0_5'})"
0.00945,"frozenset({'DeviceType=missing', 'Card1=12544'})"
0.00945,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Email=yahoo.com', 'Amt=Amt_High', 'DeviceType=missing', 'Hour=Hour_0_5'})"
0.00945,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Med', 'Email=anonymous.com', 'isFraud=0'})"
0.00945,"frozenset({'Amt=Amt_Med', 'Email=anonymous.com', 'DeviceType=desktop', 'Card1=card1_other'})"
0.00945,"frozenset({'Amt=Amt_Low', 'DeviceType=mobile', 'ProductCD=C', 'Email=hotmail.com'})"
0.00945,"frozenset({'isFraud=0', 'Email=yahoo.com', 'Hour=Hour_18_23', 'ProductCD=H'})"
